Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice;SalePrice_log;Lot Area_log;Total Bsmt SF_log;TotalPorchSF;HouseAge;YearsSinceRemodel;IsRenovated;GrLivArea_m2;LotArea_boxcox;SalePrice_boxcox
2321;527108060;RL;42.0;13751;Pave;CulDSac;Gilbert;1Fam;2Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1700.0;GasA;2212;2;1;3;1;9;1;Attchd;2006.0;3.0;773.0;0;NoFence;NoFeature;0;5;2006;309000;12.641096555879882;9.528866827722945;7.438971592395862;153;1;0;1;205.5;18.80092993413477;13.272013996557494
2322;527108090;RL;168.0;23257;Pave;CulDSac;Gilbert;1Fam;2Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;868.0;GasA;2021;2;1;3;1;9;1;BuiltIn;2006.0;2.0;422.0;0;NoFence;NoFeature;0;9;2006;274725;12.523525876315125;10.054361440970256;6.767343125265392;100;0;0;0;187.76;20.668548814276377;13.142573508813928
2323;527146135;RL;68.0;13108;Pave;Inside;StoneBr;1Fam;2Story;8;5;1994;1994;Gable;CompShg;CemntBd;CmentBd;Gd;PConc;2062.0;GasA;2687;2;1;4;1;9;0;Attchd;1994.0;2.0;618.0;0;NoFence;NoFeature;0;12;2006;270000;12.506177237980511;9.480978009818704;7.631916513071252;12;12;12;0;249.63;18.636965833853402;13.123483218321354
2324;527158020;RL;69.22;8076;Pave;Inside;Gilbert;1Fam;1Story;6;6;1993;1994;Gable;CompShg;HdBoard;HdBoard;TA;PConc;1160.0;GasA;1169;2;0;3;1;6;1;Attchd;1993.0;2.0;402.0;0;MnPrv;NoFeature;0;7;2006;183500;12.119969946476761;8.996651979432729;7.057036981697891;170;13;12;1;108.6;17.034612619726545;12.69915891980903
2325;527163020;RL;69.22;7685;Pave;Inside;Gilbert;1Fam;2Story;6;5;1993;1994;Gable;CompShg;HdBoard;HdBoard;TA;PConc;697.0;GasA;1501;2;1;3;1;6;1;Attchd;1993.0;2.0;420.0;0;NoFence;NoFeature;0;5;2006;165600;12.017330520933296;8.947025655972697;6.548219102762372;63;13;12;1;139.45;16.876032555367242;12.586599963924938
2326;527166030;RL;63.0;9084;Pave;Inside;Gilbert;1Fam;2Story;7;5;1998;1998;Hip;CompShg;VinylSd;VinylSd;TA;PConc;935.0;GasA;1632;2;1;3;1;8;1;Attchd;1998.0;2.0;462.0;0;NoFence;NoFeature;0;6;2006;176500;12.081076155355488;9.114269903225448;6.841615476477592;28;8;8;0;151.62;17.414553459109232;12.656495867526722
2327;527182020;RL;30.0;3701;Pave;Inside;StoneBr;TwnhsE;1Story;8;5;1987;1987;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1191.0;GasA;1204;2;0;2;1;5;0;Attchd;1987.0;2.0;461.0;0;NoFence;NoFeature;0;8;2006;130000;11.77528972943772;8.216358332386156;7.083387847625295;70;19;19;0;111.86;14.655396954489499;12.3215166940766
2328;527190050;RL;44.0;5306;Pave;Inside;StoneBr;TwnhsE;2Story;7;7;1987;1987;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1064.0;GasA;1767;2;0;2;1;5;1;Attchd;1987.0;2.0;504.0;0;NoFence;NoFeature;0;6;2006;239000;12.384218830913648;8.576593534697684;6.970730078143525;35;19;19;0;164.16;15.723973038260105;12.989352680916806
2329;527190220;RL;0.0;6563;Pave;CulDSac;StoneBr;1Fam;1Story;8;5;1985;1985;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1742.0;GasA;1742;2;0;2;1;5;1;Attchd;1985.0;2.0;564.0;0;NoFence;NoFeature;0;12;2006;275000;12.524526376648708;8.789203094473724;7.463363045520021;262;21;21;0;161.84;16.378433679052517;13.143674527878515
2330;527210030;RL;59.0;16023;Pave;CulDSac;StoneBr;1Fam;2Story;9;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1398.0;GasA;2798;3;1;3;1;11;1;BuiltIn;2005.0;3.0;670.0;0;NoFence;NoFeature;0;3;2006;457347;13.033197681535283;9.68178046900788;7.243512974665482;37;1;0;1;259.94;19.331341999230634;13.70454312533756
2331;527210040;RL;60.0;18062;Pave;CulDSac;StoneBr;1Fam;2Story;10;5;2006;2006;Hip;CompShg;CemntBd;CmentBd;Ex;PConc;1528.0;GasA;3390;3;1;5;1;10;1;BuiltIn;2006.0;3.0;758.0;0;NoFence;NoFeature;0;9;2006;545224;13.20895199837856;9.801565562810744;7.332369205929062;34;0;0;0;314.94;19.754239261582338;13.898839963500286
2332;527210050;RL;63.0;12292;Pave;CulDSac;StoneBr;1Fam;2Story;9;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1094.0;GasA;2473;2;1;4;1;11;1;BuiltIn;2006.0;3.0;675.0;0;NoFence;NoFeature;0;7;2006;356383;12.783761274226782;9.416703923250376;6.9985096422506015;39;0;0;0;229.75;18.418493043078197;13.429238296905295
2333;527212030;RL;85.0;16056;Pave;Inside;StoneBr;1Fam;2Story;9;5;2005;2006;Hip;CompShg;CemntBd;CmentBd;Gd;PConc;1992.0;GasA;2868;3;1;4;1;11;1;BuiltIn;2005.0;3.0;716.0;0;NoFence;NoFeature;0;7;2006;556581;13.229567991666638;9.683837890476173;7.597396320212795;108;1;0;1;266.45;19.33855043071535;13.921648106231235
2334;527212040;RL;82.0;12438;Pave;Inside;StoneBr;1Fam;2Story;8;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1234.0;GasA;2576;2;1;4;1;10;1;BuiltIn;2006.0;3.0;666.0;0;NoFence;NoFeature;0;7;2006;361919;12.799175708864519;9.428511581663834;7.118826249062078;100;0;0;0;239.32;18.458492010042413;13.446236110585069
2335;527214060;RL;82.0;16052;Pave;CulDSac;StoneBr;1Fam;2Story;10;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1850.0;GasA;2698;2;1;4;1;11;1;Attchd;2006.0;3.0;736.0;0;NoFence;NoFeature;0;7;2006;535000;13.190022025878143;9.683588731386807;7.523481312573497;0;0;0;0;250.65;19.337677368716058;13.877900285548042
2336;527216010;RL;92.0;15922;Pave;Corner;StoneBr;1Fam;2Story;9;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1390.0;GasA;2795;3;1;4;1;10;1;BuiltIn;2005.0;3.0;660.0;0;NoFence;NoFeature;0;1;2006;401179;12.90216299072889;9.675457079648524;7.237778191923443;102;1;0;1;259.66;19.30919923717694;13.559853709605363
2337;527216050;RL;66.0;13682;Pave;CulDSac;StoneBr;1Fam;2Story;10;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1410.0;GasA;2945;3;1;3;1;10;1;BuiltIn;2006.0;3.0;641.0;0;NoFence;NoFeature;0;10;2006;438780;12.991753427493052;9.523836379320944;7.252053951852814;37;0;0;0;273.6;18.78365860563266;13.658764420887822
2338;527226010;RL;0.0;14762;Pave;Corner;Gilbert;1Fam;2Story;5;6;1948;1950;Gable;CompShg;Plywood;Plywood;TA;Slab;0.0;GasA;2320;2;0;2;1;7;1;Attchd;1979.0;2.0;672.0;0;NoFence;NoFeature;0;5;2006;169000;12.037653993905211;9.599811590329997;0.0;144;58;56;1;215.53;19.045710625244958;12.60888057610785
2339;527250040;RL;100.0;34650;Pave;Inside;Gilbert;2fmCon;1Story;5;5;1955;1955;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1056.0;GasA;1056;1;0;3;1;5;0;Attchd;1955.0;2.0;572.0;0;NoFence;NoFeature;0;1;2006;145000;11.884489021402711;10.453053004618049;6.963189985870238;0;51;51;0;98.11;22.17275548347459;12.44105112610666
2340;527252090;RL;60.0;8147;Pave;Inside;StoneBr;TwnhsE;1Story;9;5;2005;2005;Hip;CompShg;MetalSd;MetalSd;Gd;PConc;1714.0;GasA;1714;2;0;2;1;7;1;Attchd;2005.0;2.0;517.0;0;NoFence;NoFeature;0;8;2006;318000;12.669806661762314;9.005405040310642;7.44716835960004;55;1;1;0;159.24;17.062688747454825;13.30364031985535
2341;527254070;RL;69.0;11302;Pave;Inside;StoneBr;1Fam;1Story;8;5;2005;2006;Gable;CompShg;VinylSd;Other;Gd;PConc;1814.0;GasA;1826;2;0;3;1;7;1;Attchd;2005.0;3.0;758.0;0;NoFence;NoFeature;0;8;2006;319000;12.672946381766982;9.33273498018979;7.503840746698951;195;1;0;1;169.64;18.135801539424378;13.307099376700847
2342;527256120;RL;90.0;18261;Pave;Inside;StoneBr;1Fam;1Story;9;5;2005;2005;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1910.0;GasA;2000;2;1;3;1;8;2;Attchd;2005.0;3.0;722.0;0;NoFence;NoFeature;0;9;2006;470000;13.060487973686241;9.812522917162035;7.555381944240273;225;1;1;0;185.81;19.79325229041995;13.734695494943766
2343;527301010;RL;91.0;14145;Pave;Corner;NWAmes;1Fam;1Story;7;7;1984;1998;Gable;CompShg;Wd Sdng;Wd Sdng;Gd;CBlock;1208.0;GasA;1621;2;0;3;1;8;0;Attchd;1984.0;2.0;440.0;0;NoFence;Shed;400;5;2006;202500;12.218495165528731;9.557116483735667;7.097548850614793;45;22;8;1;150.6;18.898130368496194;12.807289159904833
2344;527302080;RL;0.0;13837;Pave;Corner;NWAmes;1Fam;1.5Fin;7;5;1988;1988;Gable;CompShg;HdBoard;HdBoard;Gd;PConc;1204.0;GasA;2183;2;1;4;1;9;0;Attchd;1988.0;3.0;786.0;0;NoFence;NoFeature;0;2;2006;229000;12.341477282536376;9.535101442669385;7.094234845924755;0;18;18;0;202.81;18.822351214949283;12.94237487049891
2345;527325160;RL;0.0;16659;Pave;Corner;NWAmes;1Fam;2Story;7;7;1977;1994;Gable;CompShg;Plywood;Plywood;TA;CBlock;795.0;GasA;2263;2;1;3;1;9;1;Attchd;1977.0;2.0;539.0;0;NoFence;NoFeature;0;3;2006;235000;12.367340793126296;9.720705889909716;6.679599185844383;250;29;12;1;210.24;19.468048110137673;12.970799968858863
2346;527327080;RL;0.0;18800;Pave;FR2;NWAmes;1Fam;2Story;6;5;1976;1976;Gable;CompShg;HdBoard;HdBoard;TA;PConc;796.0;GasA;1574;2;1;3;1;6;1;Attchd;1976.0;2.0;566.0;0;NoFence;NoFeature;0;7;2006;190000;12.154779351142624;9.84161214881804;6.680854678790215;111;30;30;0;146.23;19.897091757925644;12.73735251864711
2347;527328010;RL;0.0;10464;Pave;FR3;NWAmes;1Fam;SFoyer;6;6;1980;1980;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;988.0;GasA;1102;1;0;2;1;5;1;Attchd;1980.0;2.0;582.0;0;NoFence;NoFeature;0;6;2006;169000;12.037653993905211;9.25569607369698;6.8966943316227125;22;26;26;0;102.38;17.87913062204405;12.60888057610785
2348;527354040;RL;80.0;10400;Pave;Inside;NWAmes;1Fam;1Story;7;5;1988;1988;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1845.0;GasA;1872;2;0;3;1;6;1;Attchd;1988.0;2.0;604.0;0;NoFence;NoFeature;0;6;2006;241500;12.394624752074764;9.249561085129464;7.520776415062797;39;18;18;0;173.91;17.858800505920197;13.000792292253285
2349;527355060;RL;81.0;10530;Pave;Inside;NWAmes;1Fam;2Story;7;5;1978;1978;Gable;CompShg;Plywood;Plywood;TA;CBlock;945.0;GasA;1857;2;1;4;1;8;1;Attchd;1978.0;2.0;482.0;0;GdPrv;NoFeature;0;7;2006;188900;12.1489730534896;9.261983605128021;6.852242569051878;105;28;28;0;172.52;17.89998299886622;12.73098102251875
2350;527355280;RL;79.0;10240;Pave;Inside;NWAmes;1Fam;1Story;6;6;1980;1980;Gable;CompShg;Plywood;Plywood;TA;CBlock;1686.0;GasA;1686;2;0;3;1;7;1;Attchd;1980.0;2.0;612.0;0;NoFence;NoFeature;0;5;2006;207500;12.24288661865289;9.234056898593499;7.430707082545968;131;26;26;0;156.63;17.80749467765294;12.834071064205737
2351;527356020;RL;80.0;16692;Pave;Inside;NWAmes;1Fam;2Story;7;5;1978;1978;Gable;CompShg;Plywood;Plywood;TA;CBlock;1392.0;GasA;2784;3;1;5;1;12;2;Attchd;1978.0;2.0;564.0;519;MnPrv;TenC;2000;7;2006;250000;12.429216196844383;9.722684841711443;7.239214973779806;552;28;28;0;258.64;19.475016613407732;13.038826478827193
2352;527356060;RL;85.0;11475;Pave;Inside;NWAmes;1Fam;2Story;6;6;1975;1975;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;713.0;GasA;1552;2;1;3;1;6;1;Attchd;1975.0;2.0;434.0;0;MnPrv;NoFeature;0;2;2006;179900;12.100156419938624;9.347926034928745;6.570882962339584;208;31;31;0;144.19;18.186716574769143;12.677423646919372
2353;527358090;RL;69.22;9927;Pave;Inside;NWAmes;1Fam;SFoyer;7;5;1976;1976;Gable;CompShg;VinylSd;Wd Shng;Gd;CBlock;1047.0;GasA;1083;1;0;2;1;5;1;Attchd;1976.0;2.0;596.0;0;NoFence;NoFeature;0;7;2006;172000;12.05524975579559;9.203013596589722;6.954638864880987;40;30;30;0;100.61;17.705076501606825;12.628173596085706
2354;527365010;FV;75.0;9512;Pave;Inside;Somerst;1Fam;2Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;960.0;GasA;2318;2;1;3;1;8;1;BuiltIn;2005.0;2.0;541.0;0;NoFence;NoFeature;0;6;2006;294323;12.592433082713933;9.160309438370618;6.8679744089702925;246;1;0;1;215.35;17.564857799937002;13.218423401181726
2355;527375160;RL;81.0;10530;Pave;Inside;NWAmes;1Fam;SLvl;6;6;1975;2000;Gable;CompShg;Plywood;Plywood;TA;CBlock;675.0;GasA;1875;3;0;3;1;8;1;Attchd;1975.0;2.0;485.0;0;NoFence;NoFeature;0;6;2006;184500;12.125404742462718;9.261983605128021;6.516193076042964;28;31;6;1;174.19;17.89998299886622;12.705121420905112
2356;527376090;RL;78.0;10140;Pave;Inside;NWAmes;1Fam;1Story;5;6;1975;1975;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1056.0;GasA;1074;1;1;3;1;6;0;Attchd;1975.0;2.0;495.0;0;MnPrv;NoFeature;0;7;2006;153500;11.941455846009388;9.224243277145174;6.963189985870238;88;31;31;0;99.78;17.775073028908412;12.50344917702419
2357;527376110;RL;78.0;10140;Pave;Inside;NWAmes;1Fam;2Story;7;5;1976;1976;Gable;CompShg;HdBoard;HdBoard;TA;PConc;832.0;GasA;1664;2;1;4;1;8;1;Attchd;1976.0;2.0;528.0;0;GdWo;NoFeature;0;3;2006;162900;12.000891794590137;9.224243277145174;6.725033642166843;287;30;30;0;154.59;17.775073028908412;12.568580729363408
2358;527377030;RL;78.0;10140;Pave;Inside;NWAmes;1Fam;1Story;6;6;1974;1999;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1040.0;GasA;1309;1;1;3;1;5;1;Attchd;1974.0;2.0;484.0;648;GdPrv;NoFeature;0;1;2006;181000;12.106252310247962;9.224243277145174;6.947937068614969;0;32;7;1;121.61;17.775073028908412;12.684110436998115
2359;527378010;RL;80.0;10000;Pave;Inside;NWAmes;1Fam;1Story;6;6;1974;1974;Gable;CompShg;HdBoard;Plywood;TA;CBlock;1103.0;GasA;1103;2;0;3;1;6;0;Attchd;1974.0;2.0;462.0;0;GdWo;NoFeature;0;6;2006;155000;11.951180395901384;9.210340371976184;7.00669522683704;84;32;32;0;102.47;17.729211922331707;12.514103582468735
2360;527402210;RL;0.0;15870;Pave;Corner;NAmes;1Fam;1Story;5;5;1969;1969;Gable;CompShg;VinylSd;Plywood;TA;CBlock;1096.0;GasA;1096;1;0;3;1;6;0;Attchd;1969.0;1.0;299.0;0;NoFence;NoFeature;0;3;2006;138800;11.840789327054841;9.672185813520455;7.00033446027523;32;37;37;0;101.82;19.29775128103555;12.393203509191391
2361;527402380;RL;71.0;9353;Pave;Inside;NAmes;1Fam;1Story;4;5;1970;1970;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;864.0;GasA;864;1;0;3;1;5;0;Attchd;1972.0;1.0;280.0;0;NoFence;Shed;0;7;2006;116050;11.661776411702583;9.143452426434552;6.762729506931879;0;36;36;0;80.27;17.50972104813715;12.197365661922749
2362;527403120;RL;0.0;8125;Pave;Corner;NAmes;1Fam;1Story;4;4;1971;1971;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;858.0;GasA;858;1;0;3;1;5;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;6;2006;88000;11.385092093460344;9.002701007197938;6.755768921984255;0;35;35;0;79.71;17.054011952591097;11.895203252183544
2363;527404180;RL;60.0;7200;Pave;Inside;NAmes;1Fam;1Story;4;4;1971;1971;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;874;1;0;3;1;5;0;Detchd;1995.0;2.0;576.0;0;NoFence;NoFeature;0;3;2006;97500;11.487607656985938;8.881836305004146;6.762729506931879;0;35;35;0;81.2;16.669263602004957;12.007084298334405
2364;527427210;RH;26.0;8773;Pave;FR2;NAmes;TwnhsE;1Story;6;5;2002;2002;Gable;CompShg;MetalSd;MetalSd;Gd;PConc;1487.0;GasA;1419;2;0;2;1;4;0;Attchd;2002.0;2.0;543.0;0;NoFence;NoFeature;0;9;2006;190000;12.154779351142624;9.079434102128383;7.305188215393037;68;4;4;0;131.83;17.301419733643726;12.73735251864711
2365;527450010;RM;24.0;2760;Pave;Inside;BrDale;TwnhsE;2Story;6;5;1973;1973;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;525.0;GasA;1092;1;1;3;1;6;0;Detchd;1973.0;2.0;440.0;0;NoFence;NoFeature;0;12;2006;105500;11.566466231898259;7.9229859587111955;6.26530121273771;0;33;33;0;101.45;13.821240941446845;12.093206812689866
2366;527450080;RM;24.0;2160;Pave;Inside;BrDale;TwnhsE;2Story;5;6;1973;1973;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;765.0;GasA;1365;1;1;3;1;7;1;Attchd;1973.0;2.0;440.0;0;NoFence;NoFeature;0;6;2006;125500;11.740061037553975;7.67786350067821;6.641182169740591;36;33;33;0;126.81;13.14816815756791;12.282975073843742
2367;527450210;RM;21.0;1953;Pave;Inside;BrDale;Twnhs;2Story;6;5;1973;1973;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;483.0;GasA;987;1;1;2;1;5;0;Detchd;1973.0;1.0;264.0;0;NoFence;NoFeature;0;6;2006;83000;11.326595886778735;7.577121930876679;6.182084906716632;0;33;33;0;91.7;12.877680424725629;11.831402302049964
2368;527450460;RM;21.0;1890;Pave;Inside;BrDale;Twnhs;2Story;6;7;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;494.0;GasA;1030;1;1;3;1;6;0;Detchd;1973.0;1.0;264.0;0;NoFence;NoFeature;0;7;2006;116000;11.661345470088502;7.5443321080536885;6.20455776256869;0;34;34;0;95.69;12.790399251524914;12.196894540557414
2369;527451200;RM;21.0;1680;Pave;Inside;BrDale;Twnhs;2Story;6;5;1971;1971;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;672.0;GasA;1218;1;1;3;1;7;0;NoGarage;0.0;0.0;0.0;0;NoFence;NoFeature;0;4;2006;91500;11.424094251263613;7.426549072397305;6.511745329644728;0;35;35;0;113.16;12.479918727794903;11.93775818548282
2370;527451380;RM;21.0;1680;Pave;Inside;BrDale;Twnhs;2Story;6;7;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;672.0;GasA;1218;1;1;3;1;7;0;Detchd;1972.0;1.0;264.0;0;NoFence;NoFeature;0;5;2006;118000;11.678439903447801;7.426549072397305;6.511745329644728;28;34;34;0;113.16;12.479918727794903;12.215583999799044
2371;527451450;RM;21.0;1680;Pave;Inside;BrDale;Twnhs;2Story;6;5;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;483.0;GasA;948;1;1;2;1;5;0;Detchd;1972.0;1.0;264.0;0;NoFence;NoFeature;0;7;2006;89000;11.396391648714276;7.426549072397305;6.182084906716632;0;34;34;0;88.07;12.479918727794903;11.90753079852411
2372;527451460;RM;21.0;1680;Pave;Inside;BrDale;Twnhs;2Story;6;5;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;525.0;GasA;1092;1;1;3;1;6;0;Detchd;1972.0;1.0;264.0;0;GdPrv;NoFeature;0;10;2006;108000;11.589886506106357;7.426549072397305;6.26530121273771;0;34;34;0;101.45;12.479918727794903;12.118794410731935
2373;527451520;RM;21.0;1680;Pave;Inside;BrDale;Twnhs;2Story;6;5;1972;1972;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;483.0;GasA;987;1;1;2;1;5;1;Attchd;1972.0;1.0;288.0;0;NoFence;NoFeature;0;6;2006;94500;11.456355113481834;7.426549072397305;6.182084906716632;0;34;34;0;91.7;12.479918727794903;11.972967335370024
2374;527452070;RL;53.0;4043;Pave;Inside;NPkVill;TwnhsE;1Story;6;5;1975;1975;Gable;CompShg;Plywood;Plywood;TA;CBlock;1069.0;GasA;1069;2;0;2;1;4;1;Attchd;1975.0;2.0;440.0;0;NoFence;NoFeature;0;7;2006;146300;11.893414587008216;8.304742269640771;6.975413927455952;280;31;31;0;99.31;14.912976752120656;12.450825861528042
2375;527452290;RL;65.0;7514;Pave;Inside;NAmes;1Fam;1Story;5;7;1967;1975;Hip;CompShg;MetalSd;MetalSd;TA;CBlock;943.0;GasA;1387;1;0;3;1;6;1;Attchd;1974.0;1.0;300.0;0;NoFence;NoFeature;0;9;2006;145000;11.884489021402711;8.924523226133914;6.8501261661455;240;39;31;1;128.86;16.804461534369008;12.44105112610666
2376;527452310;RL;68.0;7838;Pave;Inside;NAmes;1Fam;SFoyer;5;5;1967;1967;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;864.0;GasA;900;1;0;3;1;6;1;Attchd;1967.0;1.0;288.0;0;MnWw;NoFeature;0;12;2006;123000;11.719939634354555;8.966738978759576;6.762729506931879;144;39;39;0;83.61;16.938904168809042;12.26096609783385
2377;527453070;RL;24.0;2280;Pave;FR2;NPkVill;Twnhs;1Story;7;7;1976;1976;Gable;CompShg;Plywood;Brk Cmn;TA;CBlock;1055.0;GasA;1055;2;0;2;1;4;0;Attchd;1976.0;1.0;319.0;0;NoFence;NoFeature;0;4;2006;137500;11.831379196088763;7.731930721948486;6.962243464266207;29;30;30;0;98.01;13.294798413150033;12.382902271194876
2378;527455100;RL;24.0;2179;Pave;Inside;NPkVill;Twnhs;2Story;6;5;1976;1976;Gable;CompShg;Plywood;Brk Cmn;TA;CBlock;855.0;GasA;1456;2;1;3;1;6;1;Attchd;1976.0;2.0;460.0;0;NoFence;NoFeature;0;7;2006;144000;11.877568578558138;7.68662133494462;6.752270376141742;28;30;30;0;135.27;13.17184977726141;12.43347273791595
2379;528102010;RL;129.0;16737;Pave;FR3;NridgHt;1Fam;1Story;9;5;2004;2005;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1980.0;GasA;1980;2;0;3;1;8;1;Attchd;2004.0;3.0;770.0;0;NoFence;NoFeature;0;9;2006;315000;12.66032791780777;9.725377116513638;7.591357046698551;45;2;1;1;183.95;19.484499815881296;13.293198008804818
2380;528102080;RL;72.0;16387;Pave;Inside;NridgHt;1Fam;2Story;9;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1738.0;GasA;2589;2;1;4;1;11;1;Attchd;2006.0;3.0;831.0;0;NoFence;NoFeature;0;8;2006;412083;12.928980064352745;9.704243616546224;7.461065514354283;0;0;0;0;240.53;19.410148497829432;13.589453514562075
2381;528106010;RL;111.0;16259;Pave;Corner;NridgHt;1Fam;2Story;9;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;TA;PConc;1249.0;GasA;2596;3;1;4;1;9;0;Attchd;2006.0;3.0;840.0;0;NoFence;NoFeature;0;9;2006;342643;12.7444443677961;9.696401880595555;7.1308988302963465;154;0;0;0;241.18;19.382611624698065;13.38589180502104
2382;528106120;RL;110.0;16163;Pave;Corner;NridgHt;1Fam;1Story;8;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1618.0;GasA;1618;2;0;2;1;6;1;Attchd;2004.0;3.0;880.0;0;NoFence;NoFeature;0;7;2006;252000;12.437184366493561;9.690479958409808;7.389563953677635;0;2;2;0;150.32;19.36183485171089;13.047589112320436
2383;528110050;RL;107.0;13891;Pave;Inside;NridgHt;1Fam;1Story;10;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Ex;PConc;2076.0;GasA;2076;2;1;2;1;7;1;Attchd;2006.0;3.0;850.0;0;NoFence;NoFeature;0;9;2006;465000;13.049792684569493;9.53899642739739;7.638679823876112;229;0;0;0;192.87;18.835742626944516;13.722877784692335
2384;528112010;RL;108.0;12228;Pave;Corner;NridgHt;1Fam;1Story;7;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1721.0;GasA;1740;2;0;4;1;8;0;Attchd;2006.0;3.0;874.0;0;NoFence;NoFeature;0;9;2006;293000;12.587927887999204;9.411483683010726;7.451241684987676;43;0;0;0;161.65;18.400828733630394;13.213463068690357
2385;528114010;RL;120.0;14780;Pave;Corner;NridgHt;1Fam;1Story;9;5;2005;2005;Hip;CompShg;VinylSd;VinylSd;Ex;PConc;1868.0;GasA;1868;2;0;2;1;7;1;Attchd;2005.0;3.0;1085.0;0;NoFence;NoFeature;0;6;2006;415000;12.936033799212835;9.601030194502194;7.533158807455563;212;1;1;0;173.54;19.04993485004532;13.597240203359938
2386;528116030;RL;98.0;16033;Pave;FR2;NridgHt;1Fam;1Story;9;5;2004;2005;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1833.0;GasA;1850;2;0;3;1;8;1;Attchd;2004.0;3.0;772.0;0;NoFence;NoFeature;0;3;2006;326000;12.694652660348845;9.682404377188837;7.51425465281641;112;2;1;1;171.87;19.333527736108152;13.331015643760699
2387;528118010;RL;101.0;14215;Pave;Corner;NridgHt;1Fam;2Story;8;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1158.0;GasA;2376;3;1;4;1;9;1;BuiltIn;2005.0;3.0;853.0;0;NoFence;NoFeature;0;11;2006;325300;12.692503112461443;9.5620530240851;7.055312843339752;154;1;0;1;220.74;18.915152369787464;13.328647066211246
2388;528118020;RL;108.0;13418;Pave;Inside;NridgHt;1Fam;2Story;8;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;1117.0;GasA;2452;3;1;4;1;9;1;BuiltIn;2004.0;3.0;691.0;0;NoFence;NoFeature;0;9;2006;309000;12.641096555879882;9.504352368122833;7.0192966537150445;32;2;1;1;227.8;18.71686909943964;13.272013996557494
2389;528118110;RL;120.0;13975;Pave;Corner;NridgHt;1Fam;2Story;9;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;Gd;PConc;1090.0;GasA;2206;2;1;4;1;10;1;BuiltIn;2005.0;3.0;670.0;0;NoFence;NoFeature;0;8;2006;300000;12.611537753638338;9.5450252980233;6.994849985833071;95;1;0;1;204.94;18.85648391006393;13.23946002178159
