Order;PID;MS Zoning;Lot Frontage;Lot Area;Street;Lot Config;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Exter Qual;Foundation;Total Bsmt SF;Heating;1st Flr SF;2nd Flr SF;Gr Liv Area;Full Bath;Half Bath;Bedroom AbvGr;Kitchen AbvGr;TotRms AbvGrd;Fireplaces;Garage Type;Garage Yr Blt;Garage Cars;Garage Area;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Fence;Misc Feature;Misc Val;Mo Sold;Yr Sold;SalePrice
2646;902110130;RM;56.0;7741;Pave;Inside;OldTown;1Fam;1Story;6;5;1924;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1032.0;GasA;1032;0;1032;1;0;2;1;5;0;Detchd;1995.0;1.0;280.0;0;112;0;0;0;MnPrv;;0;6;2006;108000
2647;902111010;RM;50.0;5633;Pave;Inside;OldTown;1Fam;1Story;5;7;1925;1950;Gable;CompShg;MetalSd;Stucco;TA;BrkTil;844.0;GasA;844;0;844;1;0;2;1;5;0;Detchd;1925.0;1.0;216.0;81;123;0;0;0;;;0;7;2006;111500
2648;902125020;RM;50.0;9000;Pave;Corner;OldTown;1Fam;2Story;5;6;1880;1991;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;636.0;GasA;1089;661;1750;1;0;3;1;8;0;Detchd;1937.0;1.0;240.0;0;293;0;0;0;MnPrv;;0;6;2006;124000
2649;902128020;RM;60.0;7200;Pave;Inside;OldTown;1Fam;1Story;4;5;1950;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;576.0;GasA;864;0;864;1;0;2;1;5;0;Detchd;1952.0;1.0;528.0;0;0;0;115;0;;;0;8;2006;105000
2650;902128100;RM;40.0;4400;Pave;Inside;OldTown;1Fam;1.5Fin;6;8;1920;1950;Gable;CompShg;Stucco;Stucco;TA;BrkTil;648.0;GasA;734;384;1118;1;0;2;1;6;0;Detchd;1990.0;2.0;440.0;0;0;0;0;0;;;0;10;2006;116000
2651;902134060;RM;42.0;7614;Pave;Inside;OldTown;1Fam;2Story;3;5;1905;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;738.0;GasA;714;662;1376;1;0;2;1;7;0;Detchd;1930.0;1.0;216.0;0;104;0;225;0;;;0;3;2006;96900
2652;902204060;RM;50.0;6000;Pave;Inside;OldTown;2fmCon;1Story;5;7;1955;1955;Hip;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;960.0;GasA;960;0;960;1;0;3;1;5;0;Detchd;1976.0;2.0;576.0;0;0;0;0;0;;;0;6;2006;135500
2653;902204120;RM;50.0;6000;Pave;Inside;OldTown;1Fam;1.5Fin;5;7;1924;1950;Gable;CompShg;MetalSd;MetalSd;TA;PConc;816.0;GasA;816;750;1566;1;1;5;1;7;0;Detchd;1976.0;2.0;450.0;0;296;0;0;0;MnPrv;;0;8;2006;139000
2654;902206020;RM;52.0;7830;Pave;Inside;OldTown;1Fam;1Story;3;5;1921;1950;Gable;CompShg;AsbShng;AsbShng;TA;BrkTil;492.0;GasA;492;0;492;1;0;1;1;3;0;Detchd;1921.0;1.0;200.0;0;78;0;0;0;;;0;6;2006;61500
2655;902206090;RM;56.0;9576;Pave;Inside;OldTown;1Fam;1.5Fin;6;7;1945;1950;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;770.0;GasA;885;297;1182;1;1;3;1;5;0;Detchd;1945.0;1.0;378.0;0;0;0;0;0;GdWo;;0;5;2006;120000
2656;902207080;RM;49.0;5820;Pave;Inside;OldTown;1Fam;1Story;3;8;1955;2005;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1162.0;GasA;1163;0;1163;1;0;3;1;6;0;Attchd;1955.0;1.0;220.0;98;0;0;0;0;;;0;7;2006;126175
2657;902207110;RM;48.0;5747;Pave;Inside;OldTown;1Fam;1Story;3;4;1920;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;798.0;GasA;840;0;840;1;0;2;1;5;0;Detchd;1938.0;1.0;250.0;0;0;0;0;0;;;0;6;2006;64000
2658;902301120;RM;69.0;9142;Pave;Inside;OldTown;2fmCon;2Story;6;8;1910;1950;Gable;CompShg;AsbShng;AsbShng;TA;Stone;1020.0;GasA;908;1020;1928;2;0;4;2;9;0;Detchd;1910.0;1.0;440.0;60;112;0;0;0;;;0;4;2006;137000
2659;902305090;RM;60.0;9600;Pave;Inside;OldTown;1Fam;2Story;4;2;1900;1950;Gable;CompShg;AsbShng;Stucco;TA;BrkTil;1095.0;GasW;1095;679;1774;2;0;4;2;8;0;2Types;1920.0;3.0;779.0;0;90;0;0;0;;;0;5;2006;87000
2660;902325050;RM;60.0;10800;Pave;Inside;OldTown;1Fam;2.5Unf;7;7;1914;1970;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;880.0;GasW;880;888;1768;1;1;2;1;6;2;Detchd;1914.0;2.0;320.0;341;0;0;0;0;;;0;10;2006;163000
2661;902325100;RM;70.0;6300;Pave;Corner;OldTown;1Fam;2.5Unf;7;6;1910;2005;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1226.0;GasA;1226;878;2104;2;0;5;1;9;0;Detchd;1910.0;2.0;432.0;341;88;0;0;0;;;0;7;2006;155000
2662;902325160;RM;63.0;5000;Pave;Corner;OldTown;1Fam;1.5Fin;5;4;1900;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;540.0;GasA;889;551;1440;1;0;3;1;6;0;Attchd;1940.0;1.0;352.0;0;77;0;0;0;;;0;4;2006;79000
2663;902328100;RM;65.0;8850;Pave;Corner;OldTown;1Fam;2.5Unf;7;6;1916;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;815.0;GasA;815;875;1690;1;0;3;1;7;1;Detchd;1916.0;1.0;225.0;0;330;0;0;0;;;0;7;2006;144000
2664;902329070;RM;60.0;3600;Pave;Inside;OldTown;1Fam;2Story;6;7;1910;1993;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;684.0;GasA;684;684;1368;1;0;3;1;7;0;Detchd;1930.0;1.0;216.0;158;0;0;0;0;;;0;10;2006;114504
2665;902329090;RM;60.0;7200;Pave;Corner;OldTown;1Fam;2Story;7;7;1920;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;596.0;GasA;998;764;1762;1;1;4;1;8;0;Detchd;1989.0;2.0;576.0;0;221;0;0;0;;;0;10;2006;157000
2666;902400090;RM;84.0;11340;Pave;Corner;OldTown;1Fam;1Story;6;5;1923;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1200.0;GasA;1200;0;1200;1;0;4;1;7;0;Detchd;1923.0;1.0;312.0;0;228;0;0;0;;;0;3;2006;125000
2667;902400110;RM;90.0;22950;Pave;Inside;OldTown;1Fam;2.5Fin;10;9;1892;1993;Gable;WdShngl;Wd Sdng;Wd Sdng;Gd;BrkTil;1107.0;GasA;1518;1518;3608;2;1;4;1;12;2;Detchd;1993.0;3.0;840.0;260;0;0;410;0;GdPrv;;0;6;2006;475000
2668;902401090;RM;33.0;5976;Pave;Inside;OldTown;Duplex;2Story;5;7;1920;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;PConc;624.0;GasA;624;624;1248;2;0;2;2;8;0;;;0.0;0.0;130;256;0;0;0;;;0;12;2006;93500
2669;902406030;RM;65.0;9750;Pave;Inside;OldTown;1Fam;1Story;5;5;1958;1958;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;960.0;GasA;960;0;960;1;0;3;1;5;0;Detchd;2002.0;2.0;624.0;0;0;0;0;0;;Gar2;4500;7;2006;125000
2670;902456015;C (all);63.0;4761;Pave;Corner;IDOTRR;1Fam;1.5Unf;3;3;1918;1950;Gable;CompShg;Wd Sdng;Wd Sdng;Fa;BrkTil;1020.0;GasA;1020;0;1020;1;0;2;1;5;0;;;0.0;0.0;0;105;0;0;0;;;0;10;2006;64500
2671;903200050;RL;;7446;Pave;Corner;BrkSide;1Fam;1Story;4;5;1941;1950;Gable;CompShg;WdShing;Wd Shng;TA;CBlock;788.0;GasA;788;0;788;1;0;2;1;4;2;;;0.0;0.0;0;0;0;0;0;GdWo;;0;4;2006;100000
2672;903202120;RL;65.0;6435;Pave;Inside;BrkSide;1Fam;1.5Fin;6;5;1939;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;972.0;GasA;972;605;1577;1;0;3;1;6;1;Detchd;1939.0;1.0;312.0;0;0;0;0;0;;;0;10;2006;140200
2673;903206160;RL;69.0;11737;Pave;Inside;BrkSide;1Fam;2Story;6;7;1924;1996;Gambrel;CompShg;BrkComm;Stucco;TA;BrkTil;848.0;GasW;1017;810;1827;1;0;2;1;9;1;Detchd;1943.0;1.0;240.0;36;42;0;0;0;GdPrv;;0;5;2006;202500
2674;903225090;RM;50.0;5000;Pave;Corner;BrkSide;1Fam;1.5Fin;6;7;1947;1950;Gable;CompShg;CemntBd;CmentBd;TA;CBlock;1004.0;GasA;1004;660;1664;2;0;3;1;7;2;Detchd;1950.0;2.0;420.0;24;36;0;0;0;;;0;10;2006;159000
2675;903229040;RM;65.0;7800;Pave;Inside;OldTown;2fmCon;1.5Fin;5;7;1939;1950;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;793.0;GasA;793;325;1118;1;0;3;1;5;1;Detchd;1939.0;2.0;410.0;0;0;0;271;0;MnPrv;;0;5;2006;119900
2676;903231070;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;6;6;1934;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;816.0;GasA;816;0;1176;1;0;3;1;6;1;Detchd;1985.0;2.0;528.0;0;0;0;0;0;MnPrv;Shed;400;9;2006;114500
2677;903231190;RM;;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;5;4;1936;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;896.0;GasA;896;448;1344;1;0;3;1;7;0;Detchd;1936.0;1.0;240.0;114;0;0;0;0;;;0;4;2006;115000
2678;903231220;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1.5Fin;3;5;1930;1950;Gable;CompShg;AsbShng;AsbShng;Gd;CBlock;728.0;GasA;728;434;1162;1;0;3;1;6;0;Detchd;1930.0;1.0;258.0;24;0;0;0;0;;;0;11;2006;75000
2679;903231240;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1Story;5;7;1925;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;768.0;GasA;1015;0;1015;1;0;3;1;6;0;Detchd;1925.0;1.0;450.0;0;112;0;120;0;MnPrv;Shed;620;7;2006;88000
2680;903232170;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;4;5;1947;1950;Gable;CompShg;AsbShng;AsbShng;TA;Slab;0.0;GasA;672;240;912;1;0;2;1;3;0;;;0.0;0.0;0;0;0;0;0;;;0;7;2006;80500
2681;903233100;RM;52.0;6240;Pave;Inside;BrkSide;1Fam;1.5Fin;5;6;1928;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1042.0;GasA;1042;534;1576;1;0;3;1;8;1;Detchd;1928.0;1.0;225.0;0;0;0;0;0;;;0;8;2006;149000
2682;903233220;RM;51.0;6120;Pave;Inside;BrkSide;1Fam;1.5Fin;5;7;1930;1984;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;741.0;GasA;741;583;1324;1;0;3;1;7;0;Detchd;1930.0;1.0;180.0;0;55;0;0;0;;;0;2;2006;110000
2683;903234030;RM;50.0;6000;Pave;Inside;OldTown;1Fam;1Story;6;6;1925;1980;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;1103.0;GasA;1103;0;1103;1;0;2;1;5;1;Detchd;1976.0;2.0;440.0;120;0;0;0;0;MnPrv;;0;7;2006;110500
2684;903235020;RM;50.0;6000;Pave;Inside;BrkSide;1Fam;1Story;5;7;1921;1950;Gable;CompShg;Wd Sdng;Wd Shng;TA;CBlock;616.0;GasA;616;0;616;1;0;2;1;4;0;Detchd;1921.0;1.0;205.0;0;129;0;0;0;;;0;6;2006;89000
2685;903236200;RM;58.0;6380;Pave;Inside;BrkSide;1Fam;1.5Unf;5;6;1922;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;993.0;GasA;1048;0;1048;1;0;2;1;5;1;Detchd;1922.0;1.0;280.0;0;116;0;0;0;;;0;8;2006;113000
2686;903400030;RL;50.0;11672;Pave;Inside;BrkSide;1Fam;1Story;5;5;1925;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;816.0;GasA;816;0;816;1;0;2;1;4;0;Detchd;1925.0;1.0;210.0;0;112;0;0;0;;;0;7;2006;109000
2687;903425190;RM;90.0;33120;Pave;Inside;OldTown;1Fam;1.5Fin;6;5;1962;1962;Gable;CompShg;BrkFace;Wd Sdng;TA;CBlock;1595.0;GasA;1611;875;2486;2;0;5;1;8;1;Detchd;1962.0;2.0;576.0;0;0;0;0;0;;;0;10;2006;220000
2688;903425340;RL;60.0;9873;Pave;Inside;BrkSide;2fmCon;1Story;4;5;1970;1970;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;960.0;GasW;960;0;960;1;0;3;1;6;0;Detchd;1970.0;2.0;576.0;288;0;0;0;0;;;0;5;2006;129000
2689;903430090;RM;59.0;5310;Pave;Corner;OldTown;1Fam;1.5Fin;6;8;1910;2003;Hip;CompShg;VinylSd;VinylSd;TA;CBlock;485.0;GasA;1001;634;1635;1;0;2;1;5;0;Attchd;1950.0;1.0;255.0;0;0;0;0;0;;;0;6;2006;117000
2690;903430130;RM;153.0;4118;Pave;Corner;OldTown;1Fam;1Story;4;4;1941;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;693.0;Grav;693;0;693;1;0;2;1;4;0;;;0.0;0.0;20;0;0;0;0;;;0;3;2006;52500
2691;903451050;RM;60.0;10320;Pave;Inside;IDOTRR;1Fam;1.5Fin;4;5;1924;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;596.0;GasA;834;596;1430;2;0;3;1;7;0;Detchd;1924.0;2.0;370.0;0;0;0;210;0;;;0;10;2006;107000
2692;903452090;RM;60.0;7518;Pave;FR3;IDOTRR;1Fam;2Story;5;8;1910;2004;Gable;CompShg;AsbShng;Plywood;Fa;BrkTil;396.0;GasA;665;665;1330;1;0;3;1;7;0;Detchd;2001.0;1.0;390.0;72;45;0;0;0;MnPrv;;0;7;2006;116500
2693;903454020;RM;50.0;9000;Pave;Inside;IDOTRR;1Fam;1Story;5;4;1919;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;610.0;GasA;819;0;819;1;0;2;1;4;0;;;0.0;0.0;0;0;0;0;0;;;0;9;2006;72000
2694;903454080;RM;50.0;8600;Pave;Inside;IDOTRR;1Fam;1.5Fin;6;6;1937;1950;Gable;CompShg;MetalSd;MetalSd;TA;BrkTil;780.0;GasA;780;596;1376;2;0;3;1;7;1;Detchd;1937.0;1.0;198.0;0;0;0;0;0;;;0;6;2006;119500
2695;903455090;RM;60.0;7200;Pave;Corner;IDOTRR;1Fam;1.5Fin;5;6;1938;1995;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;803.0;GasA;803;557;1360;1;1;2;1;6;0;Detchd;1951.0;1.0;297.0;65;190;0;0;0;MnPrv;;0;7;2006;125500
2696;903456060;RM;60.0;9786;Pave;Inside;IDOTRR;1Fam;1Story;3;4;1922;1950;Hip;CompShg;Wd Sdng;Wd Sdng;TA;BrkTil;1007.0;GasA;1077;0;1077;1;0;3;1;6;1;Detchd;1922.0;1.0;210.0;100;48;0;0;0;;;0;5;2006;91000
2697;903456090;RM;60.0;6780;Pave;Inside;IDOTRR;2fmCon;1.5Fin;6;8;1935;1982;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;520.0;GasA;520;0;754;1;0;2;1;5;0;;;0.0;0.0;0;0;0;0;0;;;0;6;2006;84500
2698;903458010;RM;60.0;7200;Pave;Corner;IDOTRR;1Fam;1Story;6;6;1930;1950;Gable;CompShg;VinylSd;VinylSd;TA;BrkTil;984.0;GasA;984;0;984;1;0;3;1;6;0;Detchd;1930.0;1.0;308.0;0;164;0;0;0;;;0;3;2006;90000
2699;904100030;RL;82.0;12375;Pave;Inside;Sawyer;1Fam;1.5Fin;5;5;1951;1951;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;806.0;GasA;1081;341;1422;1;0;3;1;7;1;Detchd;1951.0;1.0;288.0;0;0;0;0;0;GdWo;;0;6;2006;137500
2700;904100090;RL;120.0;11136;Pave;Corner;Sawyer;Duplex;1Story;6;5;1964;1964;Gable;CompShg;BrkFace;BrkFace;TA;CBlock;1921.0;GasA;1921;0;1921;2;0;4;2;8;0;Detchd;1964.0;2.0;576.0;180;0;0;0;0;;;0;7;2006;150000
2701;904100170;RL;100.0;21370;Pave;FR2;Sawyer;1Fam;1Story;5;5;1950;1950;Gable;CompShg;Wd Sdng;MetalSd;TA;Slab;0.0;GasA;1640;0;1640;1;0;3;1;7;1;Attchd;1950.0;2.0;394.0;0;225;0;0;0;;Shed;600;6;2006;131000
2702;904101040;RL;92.0;6930;Pave;Inside;ClearCr;1Fam;SLvl;5;4;1958;1958;Hip;CompShg;Wd Sdng;ImStucc;TA;CBlock;1062.0;GasA;1352;0;1352;1;0;3;1;6;0;BuiltIn;1958.0;1.0;288.0;0;294;0;0;0;;;0;7;2006;130000
2703;904301410;RL;55.0;8250;Pave;Inside;Edwards;1Fam;1Story;5;7;1935;1950;Gable;CompShg;Wd Sdng;Wd Sdng;TA;Slab;0.0;GasA;1032;0;1032;1;0;2;1;6;1;Detchd;1939.0;1.0;260.0;0;121;0;0;0;;;0;6;2006;125000
2704;904302020;RL;50.0;5220;Pave;Inside;SWISU;1Fam;1Story;5;3;1936;1950;Gable;CompShg;Wd Sdng;Wd Shng;TA;BrkTil;830.0;GasA;879;0;879;1;0;2;1;4;0;Detchd;1936.0;1.0;180.0;108;0;0;0;0;;;0;1;2006;80000
2705;904302030;RL;50.0;5500;Pave;Inside;SWISU;1Fam;1Story;7;5;2004;2004;Shed;CompShg;VinylSd;VinylSd;TA;PConc;1073.0;GasA;1073;0;1073;2;0;2;1;4;0;Detchd;2004.0;1.0;246.0;120;0;0;0;0;;;0;5;2006;157000
2706;905100030;RL;75.0;11235;Pave;Inside;Sawyer;1Fam;1Story;4;5;1963;1979;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1051.0;GasA;1382;0;1382;1;1;3;1;6;1;Attchd;1974.0;2.0;459.0;82;0;0;0;0;;;0;10;2006;148000
2707;905101330;RL;72.0;10791;Pave;Inside;Sawyer;Duplex;1Story;4;5;1967;1967;Gable;CompShg;MetalSd;MetalSd;TA;Slab;0.0;GasA;1296;0;1296;2;0;2;2;6;0;CarPort;1967.0;2.0;516.0;0;0;0;0;0;;Shed;500;10;2006;90000
2708;905101450;RL;70.0;8414;Pave;Inside;Sawyer;1Fam;1Story;6;8;1963;2003;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1059.0;GasA;1068;0;1068;1;0;3;1;6;0;Attchd;1963.0;1.0;264.0;0;0;0;0;0;MnPrv;;0;2;2006;154500
2709;905103130;RL;;11327;Pave;Inside;Sawyer;1Fam;1Story;5;6;1967;1967;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;1064.0;GasA;1064;0;1064;1;0;3;1;6;1;Attchd;1967.0;2.0;528.0;48;0;0;0;0;;;0;6;2006;153600
2710;905103140;RL;96.0;11777;Pave;Inside;Sawyer;1Fam;SLvl;5;6;1966;1966;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;1164.0;GasA;1320;0;1320;1;0;3;1;6;2;Attchd;1966.0;2.0;564.0;68;240;0;0;0;;;0;5;2006;164500
2711;905103180;RL;80.0;10366;Pave;Corner;Sawyer;1Fam;SLvl;6;7;1964;1964;Gable;CompShg;HdBoard;Plywood;TA;CBlock;912.0;GasA;934;0;934;1;0;2;1;4;0;Attchd;1964.0;1.0;336.0;0;0;0;0;0;GdPrv;Shed;500;7;2006;132000
2712;905105010;RL;75.0;9000;Pave;Corner;Sawyer;1Fam;1Story;5;6;1966;1966;Gable;CompShg;Plywood;Plywood;TA;CBlock;1059.0;GasA;1059;0;1059;1;0;3;1;6;0;Attchd;1966.0;1.0;286.0;88;0;0;0;0;GdWo;;0;6;2006;142500
2713;905106210;RL;;11553;Pave;Inside;Sawyer;1Fam;1Story;5;5;1968;1968;Hip;CompShg;Plywood;Plywood;TA;CBlock;1051.0;GasA;1159;0;1159;1;1;3;1;7;1;Attchd;1968.0;1.0;336.0;0;0;0;0;0;;;0;7;2006;158000
2714;905107070;RL;74.0;7844;Pave;Inside;Sawyer;1Fam;2Story;6;7;1978;1978;Hip;CompShg;HdBoard;HdBoard;TA;CBlock;672.0;GasA;672;728;1400;1;1;3;1;6;1;Attchd;1978.0;2.0;440.0;0;0;0;0;0;;;0;3;2006;149500
2715;905107220;RL;;9535;Pave;Inside;Sawyer;1Fam;1Story;5;5;1967;1967;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;1176.0;GasA;1458;0;1458;1;1;3;1;7;1;Attchd;1967.0;2.0;512.0;0;0;0;0;0;MnPrv;;0;7;2006;165000
2716;905107240;RL;78.0;10335;Pave;Inside;Sawyer;1Fam;1Story;5;6;1968;1993;Gable;CompShg;Plywood;Plywood;TA;CBlock;1461.0;GasA;1721;0;1721;2;1;3;1;7;1;Attchd;1968.0;2.0;440.0;96;180;0;0;0;MnPrv;;0;7;2006;180000
2717;905107300;RL;;7176;Pave;CulDSac;Sawyer;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;TA;CBlock;960.0;GasA;1040;0;1040;1;0;3;1;6;1;Detchd;1979.0;2.0;616.0;0;0;0;180;0;GdPrv;;0;7;2006;160500
2718;905108090;RL;;9662;Pave;Inside;Sawyer;Duplex;1Story;5;4;1977;1977;Gable;CompShg;Plywood;Plywood;TA;CBlock;1967.0;GasA;1967;0;1967;2;0;6;2;10;0;Attchd;1977.0;2.0;580.0;0;0;0;0;0;;;0;8;2006;156500
2719;905108120;RL;75.0;8235;Pave;Inside;Sawyer;Duplex;1Story;5;4;1977;1977;Gable;CompShg;Plywood;Plywood;TA;CBlock;1949.0;GasA;1949;0;1949;2;0;6;2;10;0;Attchd;1977.0;2.0;586.0;0;0;0;0;0;;;0;5;2006;157000
2720;905200280;RL;;13650;Pave;Inside;Sawyer;1Fam;1.5Fin;5;5;1958;1958;Gable;CompShg;MetalSd;MetalSd;Gd;CBlock;1052.0;GasA;1252;668;1920;2;0;4;1;8;1;Attchd;1958.0;2.0;451.0;0;0;0;0;0;;;0;7;2006;172500
2721;905200290;RL;88.0;13125;Pave;Corner;Sawyer;1Fam;1Story;5;4;1957;2000;Gable;CompShg;Wd Sdng;Wd Sdng;TA;CBlock;1134.0;GasA;1803;0;1803;2;0;3;1;8;1;Attchd;1957.0;2.0;484.0;0;0;0;0;0;GdPrv;;0;1;2006;155000
2722;905200340;RL;102.0;17920;Pave;Inside;Sawyer;1Fam;1Story;5;4;1955;1974;Hip;CompShg;Wd Sdng;Plywood;TA;CBlock;1763.0;GasA;1779;0;1779;1;1;3;1;6;1;Attchd;1955.0;2.0;454.0;418;0;0;312;0;;;0;7;2006;170000
2723;905200380;RL;;17529;Pave;Inside;Sawyer;1Fam;1Story;5;5;1924;1950;Gable;CompShg;BrkFace;Wd Sdng;TA;BrkTil;872.0;GasA;872;0;872;1;0;2;1;5;1;Detchd;1924.0;1.0;322.0;0;116;0;0;0;;;0;4;2006;105000
2724;905200490;RL;;10246;Pave;CulDSac;Sawyer;1Fam;SLvl;4;9;1965;2001;Gable;CompShg;VinylSd;VinylSd;TA;CBlock;648.0;GasA;960;0;960;0;0;0;1;3;0;Attchd;1965.0;1.0;364.0;0;0;0;0;0;;;0;5;2006;145000
2725;905201090;RL;;14175;Pave;Corner;Sawyer;1Fam;1Story;5;6;1956;1987;Gable;CompShg;CemntBd;Wd Sdng;TA;CBlock;1188.0;GasA;1437;0;1437;1;1;3;1;6;1;Detchd;1999.0;2.0;576.0;0;0;0;0;0;;;0;11;2006;168000
2726;905202190;RL;;20355;Pave;Inside;ClearCr;1Fam;1Story;7;6;1967;1967;Gable;Tar&Grv;Plywood;Plywood;TA;CBlock;1865.0;GasA;1830;0;1830;1;0;2;1;6;2;Attchd;1967.0;2.0;521.0;115;168;0;0;0;;;0;6;2006;278000
2727;905202210;RL;87.0;13050;Pave;Inside;ClearCr;1Fam;1Story;5;6;1963;1963;Flat;Tar&Grv;WdShing;Wd Shng;TA;CBlock;1000.0;GasA;1000;0;1000;1;0;1;1;4;2;Attchd;1993.0;2.0;575.0;0;148;0;0;0;;;0;4;2006;164000
2728;905225080;RL;81.0;15593;Pave;Corner;ClearCr;1Fam;1.5Fin;7;4;1953;1953;Gable;CompShg;BrkFace;AsbShng;Gd;CBlock;1304.0;GasW;1304;983;2287;2;0;3;1;7;1;Attchd;1953.0;2.0;667.0;21;114;0;0;0;;;0;7;2006;225000
2729;905300010;RL;72.0;10820;Pave;Corner;Sawyer;1Fam;SFoyer;5;7;1971;1972;Gable;CompShg;HdBoard;HdBoard;TA;PConc;782.0;GasA;810;0;810;1;0;2;1;4;0;Detchd;1973.0;2.0;576.0;0;0;0;0;0;MnPrv;;0;6;2006;130000
2730;905300080;RL;100.0;13350;Pave;Inside;Sawyer;1Fam;1Story;5;5;1974;1974;Hip;CompShg;HdBoard;Plywood;TA;CBlock;864.0;GasA;894;0;894;1;0;3;1;5;1;Attchd;1974.0;2.0;440.0;0;0;0;0;0;MnPrv;;0;6;2006;142500
2731;905351045;RL;;1700;Pave;Inside;ClearCr;Twnhs;1.5Fin;7;5;1980;1981;Gable;CompShg;VinylSd;VinylSd;Gd;PConc;430.0;GasA;880;680;1700;2;1;2;1;7;0;Basment;1980.0;1.0;450.0;36;0;0;200;0;;;0;4;2006;148400
2732;905351150;RL;;5271;Pave;Inside;ClearCr;1Fam;1Story;7;5;1986;1986;Gable;CompShg;Wd Sdng;Wd Sdng;TA;PConc;1453.0;GasA;1453;0;1453;1;1;2;1;6;1;Attchd;1986.0;2.0;445.0;80;0;0;184;0;;;0;12;2006;190000
2733;905402110;RL;75.0;9375;Pave;Corner;Edwards;1Fam;1Story;4;5;1954;1954;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;967.0;GasA;1350;0;1350;1;1;3;1;6;1;Attchd;1954.0;2.0;504.0;0;0;0;0;0;;;0;6;2006;146000
2734;905403050;RL;62.0;6488;Pave;Inside;Edwards;1Fam;1.5Fin;5;5;1942;1950;Gable;CompShg;BrkFace;Wd Sdng;TA;BrkTil;799.0;GasA;799;351;1150;1;0;3;1;6;2;BuiltIn;1942.0;1.0;215.0;0;0;0;0;0;;;0;3;2006;128000
2735;905426100;RL;78.0;7800;Pave;Inside;Edwards;1Fam;2Story;5;8;1948;2002;Gable;CompShg;MetalSd;MetalSd;TA;CBlock;896.0;GasA;1112;896;2008;3;0;3;1;8;0;Attchd;1948.0;1.0;230.0;0;0;0;0;0;;;0;8;2006;225000
2736;905426150;RL;;19690;Pave;CulDSac;Edwards;1Fam;SLvl;6;7;1966;1966;Flat;Tar&Grv;Plywood;Plywood;Gd;CBlock;697.0;GasA;1575;626;2201;2;0;4;1;8;1;Attchd;1966.0;2.0;432.0;236;0;0;0;738;GdPrv;;0;8;2006;274970
